1764278302.6907597	0	74.72
1764278302.9311993	0	74.13
1764278303.164777	0	73.56
1764278303.4409413	0	72.98
1764278303.6727505	0	72.92
1764278303.9280572	0	73.91
1764278304.1758316	0	73.93
1764278304.4104445	0	74.02
1764278304.6654582	0	74.03
1764278304.910228	0	73.85
1764278305.196971	0	73.88
1764278305.4481952	0	73.82
1764278305.6813052	0	73.78
1764278305.946233	0	73.97
1764278306.1793473	0	73.87
1764278306.4126074	0	74.23
1764278306.6806622	0	74.25
1764278306.9371257	0	74.24
1764278307.1906576	0	74.15
1764278307.4227295	0	74.04
1764278307.6554615	0	74.26
1764278307.9082718	0	75.19
1764278308.160215	0	75.90
1764278317.0988226	1	74.69
1764278317.3294263	1	74.31
1764278317.5494676	1	73.90
1764278317.79799	1	73.40
1764278318.0103786	1	73.32
1764278318.2280118	1	74.47
1764278318.4513223	1	74.36
1764278318.6659505	1	74.39
1764278318.9201784	1	74.45
1764278319.1768975	1	74.33
1764278319.41088	1	74.39
1764278319.6636126	1	74.43
1764278319.9303432	1	74.45
1764278320.172816	1	74.41
1764278320.4784021	1	74.28
1764278320.7127488	1	74.28
1764278320.9697518	1	74.82
1764278321.2048256	1	74.94
1764278321.4450088	1	74.81
1764278321.7320294	1	74.58
1764278321.9517245	1	74.58
1764278322.1824667	1	74.37
1764278322.4409652	1	75.94
1764278322.6645563	1	76.36
1764278331.4502451	2	75.33
1764278331.6735935	2	75.10
1764278331.8939135	2	74.80
1764278332.1416543	2	74.34
1764278332.3546042	2	74.03
1764278332.589155	2	74.70
1764278332.8399737	2	74.57
1764278333.0541782	2	74.55
1764278333.2686813	2	74.61
1764278333.5007596	2	74.61
1764278333.7308083	2	74.61
1764278333.9702308	2	74.91
1764278334.2001474	2	75.07
1764278334.41785	2	74.91
1764278334.662047	2	74.97
1764278334.8734155	2	74.81
1764278335.0878584	2	74.78
1764278335.3594496	2	74.73
1764278335.5724423	2	74.80
1764278335.812698	2	74.85
1764278336.0995052	2	74.77
1764278336.334375	2	75.14
1764278336.5924313	2	76.04
1764278336.8489532	2	76.62
1764278337.1079335	2	77.68
1764278346.0867836	3	75.20
1764278346.3106725	3	75.03
1764278346.554828	3	74.74
1764278346.806729	3	74.15
1764278347.020472	3	74.07
1764278347.237943	3	75.25
1764278347.454491	3	75.14
1764278347.6682816	3	75.17
1764278347.883822	3	75.32
1764278348.1365485	3	75.19
1764278348.3673592	3	75.11
1764278348.60045	3	75.28
1764278348.8368454	3	75.10
1764278349.0555177	3	75.11
1764278349.274397	3	75.24
1764278349.5057478	3	75.02
1764278349.7191854	3	75.02
1764278350.023338	3	75.20
1764278350.2376883	3	75.13
1764278350.4512706	3	75.08
1764278350.6962464	3	75.05
1764278350.925975	3	75.05
1764278351.2128134	3	75.27
1764278351.4793444	3	75.83
1764278351.6967726	3	75.77
1764278360.4908028	4	76.03
1764278360.7129393	4	75.72
1764278360.9256182	4	75.38
1764278361.1665776	4	74.67
1764278361.3780932	4	74.41
1764278361.5908456	4	75.19
1764278361.8590095	4	75.12
1764278362.0732532	4	75.23
1764278362.2901201	4	75.19
1764278362.5366943	4	75.08
1764278362.74871	4	75.00
1764278362.9855862	4	75.12
1764278363.233959	4	75.12
1764278363.4725304	4	75.14
1764278363.690284	4	75.17
1764278363.9026043	4	75.09
1764278364.115506	4	75.53
1764278364.3994536	4	75.41
1764278364.6060598	4	75.41
1764278364.821194	4	75.40
1764278365.0710826	4	75.25
1764278365.2829425	4	75.25
1764278365.5397282	4	75.45
1764278365.8029144	4	77.15
1764278366.02006	4	77.23
1764278374.7946572	5	76.44
1764278375.0178325	5	75.87
1764278375.2354693	5	75.40
1764278375.477932	5	74.89
1764278375.6906545	5	74.70
1764278375.9037395	5	75.30
1764278376.1797967	5	75.23
1764278376.4145007	5	75.19
1764278376.6549153	5	75.24
1764278376.901866	5	75.19
1764278377.1402848	5	75.19
1764278377.427218	5	75.70
1764278377.6389253	5	75.70
1764278377.8585947	5	75.58
1764278378.0913672	5	75.68
1764278378.3051417	5	75.68
1764278378.558212	5	75.85
1764278378.8181558	5	75.97
1764278379.0782974	5	75.82
1764278379.3723083	5	75.62
1764278379.6222188	5	75.62
1764278379.8811967	5	75.63
1764278380.1626613	5	78.29
1764278380.4244008	5	78.99
1764278380.7073755	5	79.77
1764278389.6188328	6	77.13
1764278389.841696	6	76.76
1764278390.095976	6	76.22
1764278390.3685236	6	75.58
1764278390.6038046	6	75.40
1764278390.8751566	6	76.31
1764278391.1274664	6	76.35
1764278391.3627286	6	76.47
1764278391.6294584	6	76.44
1764278391.862414	6	76.35
1764278392.1588745	6	76.66
1764278392.4059632	6	76.81
1764278392.6599767	6	76.81
1764278392.9133592	6	76.67
1764278393.1355314	6	76.55
1764278393.381693	6	76.64
1764278393.6358519	6	76.61
1764278393.8583083	6	76.68
1764278394.115942	6	76.65
1764278394.3527853	6	76.44
1764278394.5781322	6	76.44
1764278394.8313093	6	84.46
1764278395.1032474	6	84.95
1764278403.9426303	7	77.61
1764278404.1674266	7	77.09
1764278404.3899548	7	76.52
1764278404.6318073	7	76.03
1764278404.8458083	7	75.73
1764278405.0638494	7	76.47
1764278405.3074481	7	76.50
1764278405.5210836	7	76.47
1764278405.7368722	7	76.50
1764278405.9721117	7	76.39
1764278406.18942	7	76.39
1764278406.4421208	7	76.87
1764278406.679977	7	76.89
1764278406.9142244	7	76.86
1764278407.155135	7	76.81
1764278407.3682792	7	76.71
1764278407.5835524	7	76.85
1764278407.862069	7	76.72
1764278408.073667	7	76.73
1764278408.3249788	7	76.70
1764278408.5774355	7	76.51
1764278408.8144941	7	76.51
1764278409.0512934	7	76.61
1764278409.3327012	7	77.59
1764278409.6197598	7	77.81
1764278418.6147664	8	77.45
1764278418.8427129	8	77.01
1764278419.0610921	8	76.28
1764278419.3048248	8	75.97
1764278419.5184474	8	75.78
1764278419.750731	8	76.77
1764278420.0383399	8	76.61
1764278420.2536275	8	76.80
1764278420.4760404	8	76.77
1764278420.7425725	8	76.66
1764278420.9918797	8	76.66
1764278421.2584553	8	77.19
1764278421.5236423	8	77.10
1764278421.762969	8	77.15
1764278422.047582	8	76.89
1764278422.2748291	8	76.89
1764278422.52994	8	77.28
1764278422.7754261	8	77.31
1764278423.0234632	8	77.29
1764278423.2853699	8	77.08
1764278423.5071394	8	76.97
1764278423.735479	8	76.99
1764278423.9805613	8	82.30
1764278424.2359447	8	82.73
1764278424.4883623	8	83.24
1764278433.3709066	9	77.44
1764278433.5987961	9	76.99
1764278433.8162522	9	76.61
1764278434.0583282	9	76.06
1764278434.2717483	9	75.93
1764278434.4847138	9	76.70
1764278434.7674727	9	76.60
1764278434.9800742	9	76.57
1764278435.2189167	9	76.53
1764278435.4883833	9	76.45
1764278435.711322	9	76.45
1764278435.9502015	9	77.11
1764278436.1849592	9	77.09
1764278436.404088	9	77.10
1764278436.6244063	9	77.08
1764278436.8400643	9	77.00
1764278437.058008	9	77.43
1764278437.3474333	9	77.36
1764278437.5634854	9	77.33
1764278437.7807932	9	77.33
1764278438.026057	9	77.09
1764278438.2411327	9	77.09
1764278438.5240047	9	76.81
1764278438.7730865	9	85.81
1764278439.0347147	9	88.28
1764278439.299005	9	87.14
1764278439.5432842	9	88.19
1764278448.4114795	10	77.80
1764278448.6542177	10	77.37
1764278448.9180472	10	77.07
1764278449.1787345	10	76.24
1764278449.4158206	10	76.08
1764278449.6566381	10	77.00
1764278449.9083097	10	76.98
1764278450.1620612	10	76.98
1764278450.443302	10	76.96
1764278450.6829476	10	76.96
1764278450.9508955	10	77.38
1764278451.2054918	10	77.35
1764278451.4445403	10	77.43
1764278451.7105384	10	77.21
1764278451.9401157	10	77.11
1764278452.2163517	10	77.18
1764278452.4667277	10	77.22
1764278452.6966193	10	77.17
1764278452.9288726	10	77.15
1764278453.153138	10	77.05
1764278453.40116	10	77.38
1764278453.6664484	10	78.34
1764278453.9383943	10	78.86
1764278454.1877685	10	80.35
1764278463.0385318	11	78.00
1764278463.2633011	11	77.71
1764278463.4911892	11	77.28
1764278463.7317297	11	76.93
1764278463.946364	11	76.42
1764278464.1851172	11	77.40
1764278464.4602618	11	77.26
1764278464.6776865	11	77.29
1764278464.9145584	11	77.09
1764278465.1750803	11	77.01
1764278465.421083	11	77.00
1764278465.7143693	11	77.06
1764278465.9337413	11	77.08
1764278466.1539161	11	77.15
1764278466.388633	11	76.96
1764278466.6044257	11	76.96
1764278466.869655	11	77.42
1764278467.1098616	11	77.35
1764278467.3548164	11	77.37
1764278467.5998335	11	77.25
1764278467.8137329	11	77.18
1764278468.0543625	11	77.35
1764278468.3054204	11	85.46
1764278468.5554037	11	86.35
1764278468.8143	11	88.91
1764278477.5905564	12	78.11
1764278477.8394349	12	77.54
1764278478.0925262	12	77.11
1764278478.3809674	12	76.43
1764278478.6167479	12	76.30
1764278478.8706284	12	77.10
1764278479.1193216	12	77.10
1764278479.3569148	12	77.17
1764278479.6025732	12	77.18
1764278479.8508606	12	77.09
1764278480.1432495	12	77.53
1764278480.3936436	12	77.42
1764278480.632562	12	77.47
1764278480.893998	12	77.34
1764278481.1392143	12	77.25
1764278481.4249125	12	77.62
1764278481.6808717	12	77.74
1764278481.9195378	12	77.72
1764278482.1818693	12	77.65
1764278482.4095466	12	77.51
1764278482.6582825	12	77.50
1764278482.9068027	12	83.39
1764278483.1548598	12	84.20
1764278483.4032748	12	84.29
1764278492.2788045	13	77.73
1764278492.5295293	13	77.27
1764278492.766865	13	76.99
1764278493.0165706	13	76.52
1764278493.2524624	13	76.39
1764278493.5417886	13	77.18
1764278493.7911828	13	77.16
1764278494.0276775	13	77.22
1764278494.2886264	13	77.17
1764278494.5240028	13	77.09
1764278494.8411083	13	77.54
1764278495.0924542	13	77.47
1764278495.3280673	13	77.53
1764278495.5924585	13	77.38
1764278495.8283346	13	77.31
1764278496.1479712	13	77.56
1764278496.4104593	13	77.57
1764278496.65258	13	77.58
1764278496.9194503	13	77.43
1764278497.1494026	13	77.46
1764278497.385222	13	77.85
1764278497.6462688	13	78.71
1764278497.922505	13	79.21
1764278498.1993065	13	79.69
1764278507.0953367	14	77.69
1764278507.3162472	14	77.54
1764278507.5432532	14	77.14
1764278507.761255	14	76.86
1764278507.9733558	14	76.54
1764278508.213711	14	77.34
1764278508.4913552	14	77.19
1764278508.7060387	14	77.22
1764278508.9246056	14	77.36
1764278509.1576273	14	77.28
1764278509.3718545	14	77.28
1764278509.6337116	14	77.57
1764278509.8604434	14	77.49
1764278510.0858378	14	77.47
1764278510.3158226	14	77.47
1764278510.527471	14	77.40
1764278510.7639282	14	77.50
1764278511.0286138	14	77.49
1764278511.2374856	14	77.44
1764278511.4717827	14	77.26
1764278511.7250407	14	77.18
1764278511.9374077	14	77.18
1764278512.219687	14	77.10
1764278512.452282	14	80.27
1764278521.1941829	15	78.50
1764278521.4546623	15	78.00
1764278521.7149644	15	77.41
1764278521.9980946	15	77.02
1764278522.2338672	15	76.72
1764278522.4914608	15	77.53
1764278522.7574167	15	77.51
1764278523.0193224	15	77.45
1764278523.2834406	15	77.26
1764278523.5153227	15	77.26
1764278523.769835	15	77.81
1764278524.0227776	15	77.88
1764278524.2685328	15	77.80
1764278524.5209925	15	77.63
1764278524.7456334	15	77.52
1764278525.0223284	15	77.40
1764278525.2687333	15	77.41
1764278525.494324	15	77.44
1764278525.7230747	15	77.39
1764278525.9468906	15	77.30
1764278526.1958315	15	77.62
1764278526.4390092	15	80.85
1764278526.7108028	15	81.33
1764278526.9544902	15	82.82
1764278527.184263	15	81.83
1764278536.1027231	16	78.35
1764278536.3296847	16	77.91
1764278536.5655189	16	77.49
1764278536.8001835	16	76.98
1764278537.0111809	16	76.76
1764278537.2238557	16	77.51
1764278537.4634178	16	77.51
1764278537.6759777	16	77.50
1764278537.908719	16	77.55
1764278538.1607814	16	77.44
1764278538.3739755	16	77.44
1764278538.621431	16	77.23
1764278538.8614876	16	77.24
1764278539.0761664	16	77.06
1764278539.2917418	16	77.11
1764278539.505676	16	77.03
1764278539.7216682	16	77.03
1764278540.0021174	16	77.83
1764278540.2161536	16	77.96
1764278540.434303	16	77.90
1764278540.6872811	16	77.73
1764278540.9016392	16	77.67
1764278541.1464376	16	77.38
1764278541.4071648	16	83.90
1764278541.6986723	16	90.48
1764278541.9375126	16	89.68
1764278550.7428634	17	78.05
1764278550.9673288	17	77.71
1764278551.2032058	17	77.44
1764278551.4163053	17	76.93
1764278551.6276886	17	76.82
1764278551.8591044	17	77.54
1764278552.1392665	17	77.42
1764278552.3541744	17	77.23
1764278552.5904489	17	77.21
1764278552.8378222	17	77.12
1764278553.0782354	17	77.43
1764278553.3552206	17	77.42
1764278553.5688553	17	77.39
1764278553.7821934	17	77.40
1764278554.025027	17	77.31
1764278554.2396297	17	77.31
1764278554.501702	17	77.65
1764278554.7471535	17	77.86
1764278554.9969704	17	77.80
1764278555.2948105	17	77.81
1764278555.532845	17	77.79
1764278555.7842402	17	77.69
1764278556.023057	17	78.42
1764278556.2702515	17	78.37
1764278565.1827931	18	78.09
1764278565.4113781	18	77.44
1764278565.6283085	18	77.19
1764278565.8787892	18	76.82
1764278566.0912838	18	76.62
1764278566.3285117	18	77.42
1764278566.5492768	18	77.42
1764278566.7630033	18	77.44
1764278566.9881048	18	77.43
1764278567.2437463	18	77.39
1764278567.4580767	18	77.39
1764278567.722183	18	77.70
1764278567.9612536	18	77.66
1764278568.193937	18	77.63
1764278568.430912	18	77.64
1764278568.6498904	18	77.54
1764278568.8805263	18	77.90
1764278569.1446192	18	77.83
1764278569.3597057	18	77.69
1764278569.6020584	18	77.67
1764278569.8745708	18	77.53
1764278570.1117527	18	77.43
1764278570.4120977	18	80.03
1764278570.6599784	18	80.09
1764278579.6586258	19	78.54
1764278579.886816	19	78.04
1764278580.111136	19	77.41
1764278580.3625114	19	76.87
1764278580.577819	19	76.70
1764278580.7947507	19	77.52
1764278581.0391836	19	77.46
1764278581.2533562	19	77.47
1764278581.4855435	19	77.44
1764278581.7252846	19	77.45
1764278581.9551673	19	77.45
1764278582.1892393	19	77.83
1764278582.479867	19	77.91
1764278582.7535055	19	77.88
1764278583.0288374	19	77.65
1764278583.2645748	19	77.65
1764278583.519536	19	77.71
1764278583.7887259	19	77.67
1764278584.0317936	19	77.77
1764278584.2978427	19	77.67
1764278584.5321548	19	77.63
1764278584.7762003	19	78.02
1764278585.0380855	19	79.13
1764278585.2722857	19	79.49
1764278594.1105947	20	78.10
1764278594.3401916	20	77.66
1764278594.555755	20	77.40
1764278594.7787232	20	76.95
1764278594.992686	20	76.64
1764278595.2311559	20	77.88
1764278595.5196722	20	77.75
1764278595.7289875	20	77.76
1764278595.9448366	20	77.66
1764278596.1987815	20	77.52
1764278596.4299197	20	77.52
1764278596.685622	20	77.63
1764278596.9499843	20	77.74
1764278597.203777	20	77.75
1764278597.4999294	20	77.58
1764278597.7459898	20	77.58
1764278598.023812	20	77.49
1764278598.2781553	20	77.49
1764278598.5359766	20	77.57
1764278598.8258085	20	77.41
1764278599.0762987	20	77.41
1764278599.3217764	20	77.78
1764278599.5830362	20	86.46
1764278599.8583791	20	87.16
1764278600.1240187	20	84.83
1764278609.0221732	21	77.88
1764278609.2811797	21	77.54
1764278609.5148969	21	77.17
1764278609.775633	21	76.84
1764278610.0130672	21	76.83
1764278610.2494416	21	78.38
1764278610.5804126	21	78.15
1764278610.8188844	21	78.27
1764278611.0827603	21	78.03
1764278611.3522775	21	77.94
1764278611.5897374	21	78.04
1764278611.8915927	21	77.94
1764278612.1327453	21	77.97
1764278612.4124136	21	77.67
